# Undirected graph (each unordered pair of nodes is saved once): SIR_erdos_renyi.txt
#Institution	Counterparty	starting_date	finish_date	interes_rate	amount
28	48	17/10/2017	02/10/2017	11	4218968
28	32	17/10/2017	08/02/2018	13	1242366
29	18	17/10/2017	13/10/2017	14	4634580
29	17	17/10/2017	29/10/2017	6	4431888
29	28	17/10/2017	27/02/2018	7	4489349
29	26	17/10/2017	13/02/2018	11	1280417
29	42	17/10/2017	21/01/2018	15	563876
29	28	17/10/2017	08/11/2017	6	4249127
29	17	17/10/2017	07/11/2017	12	4270249
36	27	17/10/2017	09/03/2018	14	4726588
36	10	17/10/2017	15/03/2018	15	3909430
36	8	17/10/2017	31/12/2017	8	2521282
36	8	17/10/2017	30/11/2017	5	649948
12	31	18/10/2017	12/11/2017	14	2652229
12	11	18/10/2017	27/01/2018	5	2721218
12	20	18/10/2017	26/09/2017	6	351910
12	33	18/10/2017	12/03/2018	7	4044812
12	43	18/10/2017	17/02/2018	7	39576
12	26	18/10/2017	24/09/2017	10	3734767
12	14	18/10/2017	08/12/2017	15	506963
12	21	18/10/2017	04/12/2017	13	1988518
12	9	18/10/2017	06/03/2018	5	1659019
3	26	17/10/2017	22/11/2017	11	1374054
3	17	17/10/2017	27/01/2018	10	1435599
3	9	17/10/2017	28/09/2017	5	2705794
3	5	17/10/2017	07/12/2017	8	3174299
3	4	17/10/2017	07/10/2017	5	2074085
3	48	17/10/2017	17/03/2018	6	3867968
3	4	17/10/2017	14/12/2017	8	4577210
3	17	17/10/2017	07/12/2017	14	4382887
26	32	18/10/2017	29/11/2017	14	2283181
8	36	18/10/2017	03/03/2018	15	3982540
10	15	18/10/2017	16/01/2018	7	1598229
10	7	18/10/2017	01/11/2017	13	3981305
10	34	18/10/2017	19/09/2017	12	1466346
10	27	18/10/2017	26/12/2017	13	3312327
17	46	17/10/2017	12/01/2018	5	4046630
17	37	17/10/2017	05/09/2017	9	1993550
17	46	17/10/2017	14/01/2018	9	1113875
16	24	18/10/2017	22/12/2017	8	1244256
37	12	18/10/2017	06/10/2017	13	4341516
37	12	18/10/2017	25/01/2018	5	210285
37	12	18/10/2017	26/12/2017	10	1418153
37	12	18/10/2017	06/03/2018	14	4157844
37	12	18/10/2017	19/10/2017	13	2854602
37	12	18/10/2017	10/01/2018	6	2637678
37	12	18/10/2017	25/09/2017	6	2981883
37	12	18/10/2017	26/01/2018	11	2594020
37	12	18/10/2017	19/10/2017	5	435266
37	12	18/10/2017	05/03/2018	5	1813633
37	12	18/10/2017	14/11/2017	11	293857
37	12	18/10/2017	18/09/2017	10	3551962
13	15	18/10/2017	25/11/2017	15	3886136
13	16	18/10/2017	27/01/2018	6	473493
13	1	18/10/2017	15/01/2018	12	3289815
13	12	18/10/2017	01/03/2018	13	4205861
21	14	18/10/2017	06/09/2017	10	2091075
21	26	18/10/2017	09/01/2018	10	1414909
25	1	18/10/2017	04/12/2017	14	3342568
23	1	18/10/2017	14/11/2017	6	3484424
23	8	18/10/2017	20/01/2018	6	54695
24	27	18/10/2017	02/02/2018	9	1231901
2	47	06/10/2017	13/11/2017	9	4250328
2	27	06/10/2017	15/03/2018	15	3708143
2	36	06/10/2017	26/12/2017	9	1045704
2	36	06/10/2017	21/10/2017	13	3872207
35	12	04/10/2017	17/03/2018	9	924621
42	28	18/10/2017	29/11/2017	12	4084375
42	28	18/10/2017	11/11/2017	9	1666745
36	27	18/10/2017	18/02/2018	7	2054712
42	40	17/10/2017	26/02/2018	6	3481461
42	1	17/10/2017	27/10/2017	5	2201552
42	43	17/10/2017	22/11/2017	13	4871542
42	27	17/10/2017	29/12/2017	7	2816289
42	21	17/10/2017	08/12/2017	5	1139165
12	11	19/10/2017	23/12/2017	12	3942759
12	33	19/10/2017	06/03/2018	15	1865814
12	43	19/10/2017	16/10/2017	7	2948375
12	26	19/10/2017	09/11/2017	7	996285
12	21	19/10/2017	29/01/2018	5	1412236
12	35	19/10/2017	18/11/2017	12	422197
17	26	18/10/2017	11/11/2017	10	1916508
17	26	18/10/2017	24/01/2018	11	882778
17	27	18/10/2017	03/11/2017	9	1491136
17	46	18/10/2017	20/02/2018	13	905700
17	5	18/10/2017	30/12/2017	14	4047382
17	42	18/10/2017	14/09/2017	5	181991
17	37	18/10/2017	01/03/2018	8	4476215
17	46	18/10/2017	15/10/2017	8	1358904
3	24	18/10/2017	22/11/2017	13	817160
3	24	18/10/2017	04/03/2018	13	2849531
25	1	19/10/2017	21/09/2017	9	91631
10	27	19/10/2017	15/11/2017	14	1750885
10	7	19/10/2017	16/01/2018	8	3438352
10	34	19/10/2017	24/09/2017	15	4082119
10	36	19/10/2017	25/12/2017	7	3765900
14	26	19/10/2017	07/12/2017	7	2364952
32	26	18/10/2017	11/03/2018	5	983723
16	24	19/10/2017	11/02/2018	8	2908128
16	7	19/10/2017	13/02/2018	8	4045892
23	26	19/10/2017	25/11/2017	15	712759
23	22	19/10/2017	15/10/2017	8	1114521
23	22	19/10/2017	19/09/2017	8	4603707
23	20	19/10/2017	10/11/2017	10	1219374
23	5	19/10/2017	24/11/2017	13	3383965
23	24	19/10/2017	14/10/2017	10	296244
13	41	19/10/2017	17/10/2017	10	2997664
13	1	19/10/2017	07/10/2017	12	3469949
13	40	19/10/2017	13/12/2017	15	3025213
8	36	19/10/2017	26/10/2017	9	1002253
15	43	19/10/2017	04/03/2018	5	1391569
15	7	19/10/2017	06/03/2018	9	3934508
31	12	19/10/2017	24/11/2017	15	701436
42	24	19/10/2017	03/09/2017	10	2322040
42	28	19/10/2017	02/02/2018	13	702883
42	28	19/10/2017	11/12/2017	6	4913295
42	24	19/10/2017	01/11/2017	11	975007
42	26	19/10/2017	25/11/2017	7	4613301
42	28	19/10/2017	28/01/2018	15	4646349
42	26	19/10/2017	10/12/2017	13	4138589
8	13	05/06/2015	10/01/2018	12	4549870
8	13	05/06/2015	13/11/2017	8	4479572
8	13	05/06/2015	08/03/2018	13	2632870
8	13	05/06/2015	01/09/2017	8	1472568
8	13	05/06/2015	17/01/2018	10	4529004
8	13	05/06/2015	03/02/2018	14	3685554
8	13	05/06/2015	21/02/2018	14	2805386
8	13	05/06/2015	05/12/2017	15	3197508
8	13	05/06/2015	13/11/2017	8	4268741
8	13	05/06/2015	03/10/2017	9	1205779
8	13	05/06/2015	12/01/2018	6	1685138
8	13	05/06/2015	09/09/2017	7	4419490
8	13	05/06/2015	09/03/2018	14	1456681
8	13	05/06/2015	21/02/2018	15	4499031
8	13	05/06/2015	15/10/2017	11	4930145
8	13	05/06/2015	14/12/2017	8	2886021
8	13	05/06/2015	11/09/2017	6	3264809
8	13	05/06/2015	24/11/2017	8	3217020
8	13	05/06/2015	01/11/2017	9	1464893
8	13	05/06/2015	02/11/2017	15	4552082
8	13	05/06/2015	07/11/2017	5	2421105
8	13	05/06/2015	11/12/2017	8	314912
8	13	05/06/2015	10/09/2017	11	4058479
8	13	05/06/2015	13/01/2018	9	749603
8	13	05/06/2015	23/10/2017	10	4964649
8	13	05/06/2015	22/01/2018	5	1159881
8	13	05/06/2015	27/02/2018	12	3312981
8	13	05/06/2015	17/01/2018	15	1267759
8	13	05/06/2015	23/02/2018	11	4473558
8	13	05/06/2015	03/10/2017	10	109212
8	13	05/06/2015	12/12/2017	14	4459560
8	13	05/06/2015	10/03/2018	8	1880636
8	13	05/06/2015	29/10/2017	7	1821593
8	13	05/06/2015	07/09/2017	6	3918565
8	13	05/06/2015	17/02/2018	6	2722315
8	13	05/06/2015	27/12/2017	9	1999700
8	13	05/06/2015	05/09/2017	6	2448223
8	13	05/06/2015	19/10/2017	5	3966335
8	13	05/06/2015	10/11/2017	6	1868192
8	13	05/06/2015	04/09/2017	9	4481822
8	13	05/06/2015	24/11/2017	11	4384252
8	13	05/06/2015	11/12/2017	13	2961024
8	13	05/06/2015	16/03/2018	12	4635403
8	13	05/06/2015	07/01/2018	8	4944385
8	13	05/06/2015	02/12/2017	8	3386714
8	13	05/06/2015	30/12/2017	7	174013
8	13	05/06/2015	03/02/2018	6	1052783
8	13	05/06/2015	17/03/2018	9	3753438
8	13	05/06/2015	13/12/2017	13	4448004
8	13	05/06/2015	26/02/2018	11	4690668
8	13	05/06/2015	11/12/2017	8	146674
8	13	05/06/2015	03/02/2018	15	2311139
8	13	05/06/2015	19/10/2017	13	4566197
8	13	05/06/2015	17/01/2018	5	868715
8	13	05/06/2015	16/11/2017	10	2199408
8	13	05/06/2015	10/03/2018	10	389162
8	13	05/06/2015	11/11/2017	13	2742162
8	13	05/06/2015	11/01/2018	13	4614032
8	13	05/06/2015	12/01/2018	12	463186
8	13	05/06/2015	17/09/2017	10	902889
8	13	05/06/2015	24/12/2017	8	4381053
8	13	05/06/2015	13/11/2017	15	1503499
8	13	05/06/2015	04/11/2017	11	771081
8	13	05/06/2015	27/02/2018	14	1484495
8	13	05/06/2015	22/12/2017	7	4466995
8	13	05/06/2015	10/12/2017	7	2487754
8	13	05/06/2015	21/11/2017	14	2002632
8	13	05/06/2015	07/12/2017	10	1798652
8	13	05/06/2015	21/11/2017	6	4847381
8	13	05/06/2015	12/10/2017	10	1002594
8	13	05/06/2015	09/11/2017	9	3814446
8	13	05/06/2015	24/02/2018	15	3503858
8	13	05/06/2015	16/10/2017	7	1340206
8	13	05/06/2015	09/12/2017	11	2065212
8	13	05/06/2015	23/02/2018	10	2802644
8	13	05/06/2015	31/10/2017	13	771644
8	13	05/06/2015	25/12/2017	13	3357064
8	13	05/06/2015	26/01/2018	14	395711
8	13	05/06/2015	08/02/2018	12	461464
8	13	05/06/2015	01/01/2018	5	282585
8	13	05/06/2015	08/02/2018	6	344233
8	13	05/06/2015	20/12/2017	8	853357
8	13	05/06/2015	13/12/2017	8	260627
8	13	05/06/2015	12/01/2018	5	1258923
8	13	05/06/2015	23/10/2017	5	3003956
8	13	05/06/2015	23/09/2017	8	2464873
8	13	05/06/2015	20/10/2017	12	732800
8	13	05/06/2015	22/09/2017	8	3435811
8	13	05/06/2015	07/11/2017	15	748372
8	13	05/06/2015	21/01/2018	8	3071410
8	13	05/06/2015	31/01/2018	6	62197
8	13	05/06/2015	27/02/2018	9	2398253
8	13	05/06/2015	17/11/2017	6	4032851
8	13	05/06/2015	08/02/2018	10	119198
8	13	05/06/2015	22/02/2018	15	3645152
8	13	05/06/2015	13/01/2018	12	3730534
8	13	05/06/2015	22/11/2017	6	3152311
8	13	05/06/2015	14/12/2017	10	1427084
8	13	05/06/2015	22/12/2017	13	4480809
8	13	05/06/2015	14/11/2017	7	2647584
8	13	05/06/2015	08/03/2018	10	2394524
8	13	05/06/2015	29/11/2017	7	177222
8	13	05/06/2015	23/09/2017	14	1210206
8	13	05/06/2015	04/11/2017	8	1438901
8	13	05/06/2015	10/03/2018	12	4762152
8	13	05/06/2015	14/01/2018	8	1705087
8	13	05/06/2015	29/09/2017	12	3071533
8	13	05/06/2015	25/10/2017	11	2089549
8	13	05/06/2015	08/03/2018	12	4044223
8	13	05/06/2015	18/03/2018	7	20734
8	13	05/06/2015	07/12/2017	15	478386
8	13	05/06/2015	02/11/2017	7	1258770
8	13	05/06/2015	05/02/2018	13	4779100
8	13	05/06/2015	08/10/2017	6	3877244
8	13	05/06/2015	10/10/2017	5	2823998
8	13	05/06/2015	13/03/2018	8	1586275
8	13	05/06/2015	30/09/2017	10	3869319
8	13	05/06/2015	21/09/2017	7	2050224
8	13	05/06/2015	13/12/2017	5	1641318
8	13	05/06/2015	15/11/2017	13	2048958
8	13	05/06/2015	09/02/2018	6	3694549
8	13	05/06/2015	16/11/2017	7	1455941
8	13	05/06/2015	24/11/2017	6	4721291
8	13	05/06/2015	05/02/2018	10	1337605
8	13	05/06/2015	15/01/2018	14	2933003
8	13	05/06/2015	23/12/2017	6	947083
8	13	05/06/2015	24/02/2018	5	3794329
8	13	05/06/2015	10/10/2017	14	3021470
8	13	05/06/2015	24/12/2017	6	4673022
8	13	05/06/2015	16/09/2017	8	823049
8	13	05/06/2015	30/12/2017	6	2884794
8	13	05/06/2015	11/03/2018	15	1962350
8	13	05/06/2015	09/09/2017	8	236752
8	13	05/06/2015	28/12/2017	8	2271042
8	13	05/06/2015	17/09/2017	5	3286455
8	13	05/06/2015	27/02/2018	9	2899109
8	13	05/06/2015	28/11/2017	11	4766802
8	13	05/06/2015	28/09/2017	6	3990660
8	13	05/06/2015	18/01/2018	5	964158
8	13	05/06/2015	23/01/2018	11	2209041
8	13	05/06/2015	13/09/2017	8	1761643
8	13	05/06/2015	21/09/2017	10	4988261
8	13	05/06/2015	15/10/2017	14	4028902
8	13	05/06/2015	22/02/2018	13	3496883
8	13	05/06/2015	08/01/2018	8	2131728
8	13	05/06/2015	06/09/2017	12	267068
8	13	05/06/2015	10/02/2018	12	2806145
8	13	05/06/2015	26/12/2017	5	3563849
8	13	05/06/2015	19/02/2018	8	3363363
8	13	05/06/2015	11/03/2018	5	219714
8	13	05/06/2015	11/12/2017	11	1341262
8	13	05/06/2015	16/09/2017	10	640461
8	13	05/06/2015	13/03/2018	8	1285371
8	13	05/06/2015	06/12/2017	6	436140
8	13	05/06/2015	10/12/2017	13	2142929
8	13	05/06/2015	14/12/2017	12	1887396
8	13	05/06/2015	17/03/2018	5	2562525
8	13	05/06/2015	03/02/2018	9	629961
8	13	05/06/2015	24/09/2017	15	1936359
8	13	05/06/2015	06/03/2018	12	2439049
8	13	05/06/2015	28/10/2017	6	4535101
8	13	05/06/2015	24/12/2017	5	3310787
8	13	05/06/2015	22/11/2017	15	4754362
8	13	05/06/2015	17/01/2018	11	2911211
8	13	05/06/2015	20/11/2017	14	3398420
8	13	05/06/2015	21/11/2017	5	842576
8	13	05/06/2015	03/02/2018	12	3718234
8	13	05/06/2015	26/10/2017	11	4754371
8	13	05/06/2015	21/11/2017	5	2922909
8	13	31/12/2014	05/02/2018	7	38738
8	13	31/12/2014	24/10/2017	6	2935934
8	13	31/12/2014	14/03/2018	6	3958217
8	13	31/12/2014	03/10/2017	8	2022116
8	13	31/12/2014	09/02/2018	13	3488555
8	13	31/12/2014	11/10/2017	9	942913
8	13	31/12/2014	18/03/2018	10	2609300
8	13	31/12/2014	15/02/2018	10	3357649
8	13	31/12/2014	03/10/2017	13	1422942
8	13	31/12/2014	08/12/2017	9	3849862
8	13	31/12/2014	09/02/2018	8	2713509
8	13	31/12/2014	11/11/2017	15	2706796
8	13	31/12/2014	12/03/2018	6	3687962
8	13	31/12/2014	25/11/2017	9	146106
8	13	31/12/2014	22/12/2017	10	4621792
8	13	31/12/2014	01/12/2017	13	4422268
8	13	31/12/2014	22/09/2017	15	2533534
8	13	31/12/2014	28/09/2017	8	4533143
8	13	31/12/2014	06/03/2018	9	1493198
8	13	31/12/2014	05/09/2017	7	4418264
8	13	31/12/2014	15/03/2018	14	4917512
8	13	31/12/2014	29/10/2017	11	3660033
8	13	31/12/2014	14/02/2018	9	2897732
8	13	31/12/2014	02/11/2017	11	345511
8	13	31/12/2014	24/02/2018	8	2676625
8	13	31/12/2014	09/09/2017	6	2790705
8	13	31/12/2014	03/11/2017	9	1701614
8	13	31/12/2014	13/01/2018	12	2313141
8	13	31/12/2014	03/02/2018	5	382270
8	13	31/12/2014	21/10/2017	11	3019924
8	13	31/12/2014	01/10/2017	6	4242818
8	13	31/12/2014	08/02/2018	15	3894165
8	13	31/12/2014	01/02/2018	5	1148668
8	13	31/12/2014	04/11/2017	9	4670522
8	13	31/12/2014	27/02/2018	13	2213730
8	13	31/12/2014	02/10/2017	10	3057646
8	13	31/12/2014	22/11/2017	5	66919
8	13	31/12/2014	04/01/2018	8	2097351
8	13	31/12/2014	05/03/2018	14	2848931
8	13	31/12/2014	26/10/2017	6	606094
8	13	31/12/2014	15/02/2018	14	2557716
8	13	31/12/2014	30/01/2018	8	4583842
8	13	31/12/2014	28/10/2017	6	2996679
8	13	31/12/2014	09/10/2017	11	930347
8	13	31/12/2014	13/09/2017	11	3533657
8	13	31/12/2014	07/01/2018	10	1307431
8	13	31/12/2014	23/11/2017	10	3059238
8	13	31/12/2014	22/12/2017	9	744434
8	13	31/12/2014	22/01/2018	7	4191118
8	13	31/12/2014	12/10/2017	6	3440051
8	13	31/12/2014	08/01/2018	12	1238826
8	13	31/12/2014	20/09/2017	9	719683
8	13	31/12/2014	13/03/2018	13	2416842
8	13	31/12/2014	13/02/2018	15	2853332
8	13	31/12/2014	05/01/2018	9	4935423
8	13	31/12/2014	02/12/2017	15	322345
8	13	31/12/2014	26/02/2018	8	4573596
8	13	31/12/2014	25/09/2017	12	3987656
8	13	31/12/2014	05/10/2017	6	2594073
8	13	31/12/2014	09/02/2018	9	866161
8	13	31/12/2014	10/12/2017	10	557805
8	13	31/12/2014	21/02/2018	6	4512919
8	13	31/12/2014	23/09/2017	15	1294100
8	13	31/12/2014	04/10/2017	11	4517918
8	13	31/12/2014	02/12/2017	14	868675
8	13	31/12/2014	07/01/2018	7	3805868
8	13	31/12/2014	25/01/2018	5	4256408
8	13	31/12/2014	13/03/2018	13	4360064
8	13	31/12/2014	07/09/2017	14	2361765
8	13	31/12/2014	29/09/2017	14	2759802
8	13	31/12/2014	13/09/2017	11	2393954
8	13	31/12/2014	20/12/2017	12	3207343
8	13	31/12/2014	19/12/2017	8	3711539
8	13	31/12/2014	05/09/2017	14	4159952
8	13	31/12/2014	15/09/2017	13	1737105
8	13	31/12/2014	20/01/2018	6	2019708
8	13	31/12/2014	15/09/2017	7	1593072
8	13	31/12/2014	12/01/2018	14	3918814
8	13	31/12/2014	21/09/2017	14	4797731
8	13	31/12/2014	15/02/2018	5	1822099
8	13	31/12/2014	20/12/2017	14	3472219
8	13	31/12/2014	20/12/2017	7	249203
8	13	31/12/2014	14/10/2017	15	1631221
8	13	31/12/2014	26/11/2017	15	4558476
8	13	31/12/2014	16/02/2018	12	2021231
8	13	31/12/2014	15/03/2018	9	2081799
8	13	31/12/2014	15/02/2018	10	3381179
8	13	31/12/2014	27/09/2017	15	567831
8	13	31/12/2014	28/02/2018	12	4896084
8	13	31/12/2014	11/03/2018	15	4600344
8	13	31/12/2014	17/12/2017	5	1355405
8	13	31/12/2014	23/02/2018	15	2795331
8	13	31/12/2014	25/02/2018	5	4399637
8	13	31/12/2014	22/09/2017	7	3442532
8	13	31/12/2014	27/12/2017	14	1432699
8	13	31/12/2014	05/11/2017	10	810816
8	13	31/12/2014	28/09/2017	5	2827776
8	13	31/12/2014	22/09/2017	15	2287027
8	13	31/12/2014	30/10/2017	7	1566307
8	13	31/12/2014	14/03/2018	14	1130949
8	13	31/12/2014	25/09/2017	12	2277075
8	13	31/12/2014	30/09/2017	13	1475375
8	13	31/12/2014	12/12/2017	14	1472521
8	13	31/12/2014	08/09/2017	8	4821055
8	13	31/12/2014	11/09/2017	14	1083082
8	13	31/12/2014	08/02/2018	12	698613
8	13	31/12/2014	20/02/2018	14	307202
8	13	31/12/2014	21/10/2017	12	1609265
8	13	31/12/2014	03/02/2018	9	995084
8	13	31/12/2014	07/10/2017	6	2503644
8	13	31/12/2014	17/11/2017	7	2598303
8	13	31/12/2014	06/11/2017	7	2798486
8	13	31/12/2014	08/02/2018	7	4854564
8	13	31/12/2014	15/09/2017	13	1944113
8	13	31/12/2014	01/12/2017	12	3356175
8	13	31/12/2014	20/10/2017	15	4854921
8	13	31/12/2014	06/10/2017	5	2906564
8	13	31/12/2014	03/09/2017	8	203723
8	13	31/12/2014	14/12/2017	6	175471
8	13	31/12/2014	06/03/2018	8	211647
8	13	31/12/2014	30/01/2018	6	3373122
8	13	31/12/2014	20/10/2017	10	4567405
8	13	31/12/2014	17/12/2017	12	1193057
8	13	31/12/2014	10/03/2018	6	4427511
8	13	31/12/2014	19/03/2018	6	4036194
8	13	31/12/2014	08/01/2018	12	768757
8	13	31/12/2014	15/10/2017	15	667887
8	13	31/12/2014	18/02/2018	7	4200638
8	13	31/12/2014	05/10/2017	15	2360190
8	13	31/12/2014	08/12/2017	11	147154
8	13	31/12/2014	10/10/2017	13	2377558
8	13	31/12/2014	15/10/2017	8	4020086
8	13	31/12/2014	23/10/2017	15	1056840
8	13	31/12/2014	08/02/2018	15	3300943
8	13	31/12/2014	05/11/2017	9	1758870
8	13	31/12/2014	13/02/2018	10	1343515
8	13	31/12/2014	20/02/2018	11	3736069
8	13	31/12/2014	27/09/2017	11	2254203
8	13	31/12/2014	15/10/2017	15	795935
8	13	31/12/2014	23/10/2017	15	3161666
8	13	31/12/2014	21/02/2018	11	1310370
8	13	31/12/2014	29/01/2018	9	2662834
8	13	31/12/2014	04/03/2018	15	2998859
8	13	31/12/2014	15/12/2017	9	2306814
8	13	31/12/2014	08/11/2017	9	4868174
8	13	31/12/2014	22/09/2017	7	4719523
8	13	31/12/2014	27/01/2018	15	2248558
8	13	31/12/2014	09/01/2018	7	2035026
8	13	31/12/2014	13/03/2018	10	1741059
8	13	31/12/2014	17/03/2018	5	4716849
8	13	31/12/2014	08/01/2018	7	3308243
8	13	31/12/2014	01/01/2018	7	1976803
8	13	31/12/2014	11/09/2017	10	1441986
8	13	31/12/2014	17/11/2017	9	1073046
8	13	31/12/2014	08/11/2017	8	2732761
8	13	31/12/2014	19/03/2018	9	1133161
8	13	31/12/2014	02/03/2018	9	4928062
8	13	31/12/2014	08/03/2018	12	3352898
8	13	31/12/2014	12/12/2017	15	4525288
8	13	31/12/2014	13/12/2017	14	2188950
8	13	31/12/2014	12/10/2017	8	4511723
8	13	31/12/2014	27/01/2018	10	1062276
8	13	31/12/2014	03/09/2017	10	3560085
8	13	31/12/2014	15/10/2017	5	4905947
8	13	31/12/2014	23/11/2017	9	1412360
8	13	31/12/2014	15/09/2017	15	4189079
26	12	19/10/2017	04/10/2017	6	1108826
8	13	30/12/2015	02/01/2018	10	36172
8	13	30/12/2015	08/10/2017	14	1718959
8	13	30/12/2015	09/11/2017	7	4595720
8	13	30/12/2015	07/01/2018	6	4136570
8	13	30/12/2015	21/11/2017	8	4967137
8	13	30/12/2015	10/09/2017	15	4276744
8	13	30/12/2015	22/11/2017	12	4733084
8	13	30/12/2015	30/11/2017	10	2991204
8	13	30/12/2015	11/10/2017	12	3007773
8	13	30/12/2015	23/10/2017	8	1628433
8	13	30/12/2015	01/02/2018	13	997035
8	13	30/12/2015	26/11/2017	13	1901914
8	13	30/12/2015	02/11/2017	7	3581186
8	13	30/12/2015	30/12/2017	7	1930560
8	13	30/12/2015	09/10/2017	5	324953
8	13	30/12/2015	08/03/2018	8	1794365
8	13	30/12/2015	21/02/2018	14	2179754
8	13	30/12/2015	12/02/2018	15	2600296
8	13	30/12/2015	10/03/2018	9	4823477
8	13	30/12/2015	06/10/2017	15	1365754
8	13	30/12/2015	05/02/2018	10	2806225
8	13	30/12/2015	05/02/2018	10	2584007
8	13	30/12/2015	24/10/2017	14	339042
8	13	30/12/2015	24/09/2017	10	4288218
8	13	30/12/2015	15/11/2017	8	3533680
8	13	30/12/2015	19/01/2018	13	2008944
8	13	30/12/2015	15/01/2018	8	4468301
8	13	30/12/2015	01/11/2017	9	3242935
8	13	30/12/2015	28/01/2018	14	1987495
8	13	30/12/2015	14/03/2018	9	2686541
8	13	30/12/2015	02/03/2018	6	1869341
8	13	30/12/2015	11/01/2018	5	3166246
8	13	30/12/2015	25/02/2018	13	2088850
8	13	30/12/2015	12/11/2017	10	4376742
8	13	30/12/2015	23/09/2017	10	2119619
8	13	30/12/2015	20/02/2018	9	4374540
8	13	30/12/2015	18/02/2018	14	1859995
8	13	30/12/2015	02/09/2017	7	894504
8	13	30/12/2015	07/11/2017	7	1066891
8	13	30/12/2015	01/11/2017	15	1746219
8	13	30/12/2015	27/01/2018	8	2984935
8	13	30/12/2015	23/12/2017	11	3456142
8	13	30/12/2015	10/11/2017	8	4807901
8	13	30/12/2015	09/11/2017	14	3040731
8	13	30/12/2015	22/11/2017	11	3743470
8	13	30/12/2015	17/11/2017	6	2490552
8	13	30/12/2015	20/10/2017	15	3608760
8	13	30/12/2015	03/01/2018	6	1254170
8	13	30/12/2015	23/02/2018	13	4243539
8	13	30/12/2015	09/01/2018	5	3804068
8	13	30/12/2015	30/12/2017	8	2184667
8	13	30/12/2015	17/10/2017	15	1162492
8	13	30/12/2015	19/11/2017	12	2490912
8	13	30/12/2015	06/10/2017	8	3023772
8	13	30/12/2015	07/01/2018	9	1777261
8	13	30/12/2015	13/11/2017	13	4672731
8	13	30/12/2015	17/03/2018	13	748902
8	13	30/12/2015	22/12/2017	6	2001900
8	13	30/12/2015	09/09/2017	5	4233343
8	13	30/12/2015	14/01/2018	15	3359030
8	13	30/12/2015	28/02/2018	8	1393403
8	13	30/12/2015	13/11/2017	12	2326437
8	13	30/12/2015	13/10/2017	5	863203
8	13	30/12/2015	21/11/2017	12	3256428
8	13	30/12/2015	08/03/2018	14	1593361
8	13	30/12/2015	16/10/2017	8	4720150
8	13	30/12/2015	31/12/2017	7	4873876
8	13	30/12/2015	20/09/2017	10	4739373
8	13	30/12/2015	23/01/2018	15	1468174
8	13	30/12/2015	30/12/2017	14	2200729
8	13	30/12/2015	08/02/2018	10	2304029
8	13	30/12/2015	08/03/2018	15	4603966
8	13	30/12/2015	14/03/2018	14	760711
8	13	30/12/2015	12/09/2017	7	3523280
8	13	30/12/2015	12/12/2017	10	23763
8	13	30/12/2015	29/10/2017	7	2095396
8	13	30/12/2015	17/12/2017	9	4813876
8	13	30/12/2015	03/10/2017	10	2496438
8	13	30/12/2015	28/11/2017	5	3433934
8	13	30/12/2015	02/12/2017	6	953364
8	13	30/12/2015	26/02/2018	15	3394774
8	13	30/12/2015	09/10/2017	9	1293131
8	13	30/12/2015	18/01/2018	6	4735317
8	13	30/12/2015	03/03/2018	8	2427857
8	13	30/12/2015	11/09/2017	8	4248303
8	13	30/12/2015	08/10/2017	8	434944
8	13	30/12/2015	01/12/2017	5	1192282
8	13	30/12/2015	23/12/2017	6	2798367
8	13	30/12/2015	17/01/2018	11	3775137
8	13	30/12/2015	28/12/2017	7	947175
8	13	30/12/2015	02/10/2017	10	1486802
8	13	30/12/2015	08/11/2017	14	2917314
8	13	30/12/2015	28/10/2017	7	3568208
8	13	30/12/2015	22/09/2017	5	917434
8	13	30/12/2015	27/02/2018	12	1713183
8	13	30/12/2015	03/01/2018	13	2005304
8	13	30/12/2015	16/12/2017	9	3625669
8	13	30/12/2015	31/12/2017	6	2876122
8	13	30/12/2015	05/09/2017	9	2045345
8	13	30/12/2015	13/10/2017	5	2588306
8	13	30/12/2015	30/01/2018	12	1097369
8	13	30/12/2015	19/02/2018	10	4169209
8	13	30/12/2015	04/03/2018	15	2550879
8	13	30/12/2015	06/01/2018	9	4160821
8	13	30/12/2015	11/09/2017	9	2989340
8	13	30/12/2015	07/12/2017	15	978068
8	13	30/12/2015	16/11/2017	6	3401019
8	13	30/12/2015	19/02/2018	13	2679334
8	13	30/12/2015	20/01/2018	6	4635462
8	13	30/12/2015	14/03/2018	9	2418765
8	13	30/12/2015	21/01/2018	7	695244
8	13	30/12/2015	17/10/2017	8	4435625
8	13	30/12/2015	14/12/2017	13	256908
8	13	30/12/2015	12/03/2018	5	4733293
8	13	30/12/2015	01/02/2018	13	3995512
8	13	30/12/2015	19/10/2017	12	1688195
8	13	30/12/2015	29/09/2017	6	2453881
8	13	30/12/2015	17/01/2018	5	2170688
8	13	30/12/2015	25/02/2018	13	288354
8	13	30/12/2015	10/03/2018	8	4585784
8	13	30/12/2015	05/02/2018	5	2864966
8	13	30/12/2015	17/12/2017	15	1081297
8	13	30/12/2015	15/11/2017	11	1343742
8	13	30/12/2015	20/10/2017	14	3066441
8	13	30/12/2015	16/10/2017	9	2813556
8	13	30/12/2015	03/03/2018	6	1707176
8	13	30/12/2015	19/11/2017	5	3533716
8	13	30/12/2015	03/03/2018	9	1773438
